…之…	非常
倒欠(皮)	疾病
倒茧皮	疾病
倒转	反倒
倒春寒	冷天
倒糖饼(儿)	糖葫芦
倒糖人儿	糖葫芦
道	档子
道道儿	道士
叨	骂
掏耳朵	抠
逃学	逃学
逃学狗儿	小孩子
桃子	桃子
桃红色	粉红色
堂屋	堂屋
淘米	淘米
讨	招惹
讨八字	求亲
讨厌	讨厌
讨口子	乞丐
套	档子
淘	淘洗
捞	拿
捞屁	决不
捞(垮)松	舒缓
捞捞	漏勺
捞梢	扳本
牢实	牢靠
牢靠	牢靠
扎实	牢靠
劳慰	难为
劳为	难为
唠叨	唠叨
痨	嘴馋
痨病	肺结核
痨病腔腔	药罐子
痨肠刮肚	嘴馋
痨刮刮	嘴馋
痨垮垮	嘴馋
醪糟儿	米酒
醪糟(儿)浮子	米酒
醪糟(儿)水	米酒
醪糟(儿)蛋	荷包蛋
老子(们)	我们
老指拇儿	大拇指
大指拇儿	大拇指
老师	老师
老师学生些	师生员工
老几	你
老喜	汉姓
老衣	寿衣
老姆姆	老大娘
老虎钳	老虎钳
老不歇火	老不正经
老不退火	老不正经
老不胎害	老不正经
老母猪	母猪
老母虫	蛀虫
老浮	汉姓
老虎	老虎
老祖(祖)	老祖宗
老先人	老祖宗
老祖宗	老祖宗
老鼠	耗子
老姑娘(儿)	剩女
老古巷(儿)	街道
老二	土匪
老打老实	诚实
老(屋)子	老房子
老大	老大
(老)大爷	老大爷
老家	老家
老家婆	外婆
老鸭子	鸭子
老鸹	乌鸦
老婆	老婆
老果果	老年人
老摆	汉姓
(老)太婆	老太婆
老娘儿	老太婆
老太爷	老太爷
老鞋	鞋子
老怪物	老不正经
老捨物	老不正经
老外	老外
老辈子	长辈
老威	汉姓
老窖	积蓄
老表	老表
老挑	连襟
老幺(儿)	幼子
老头儿	父亲
老把子	父亲
老汉儿	父亲
老板(儿)	老板
老板(儿)娘	老板娘
老办	老练
老旦(儿)	老旦
老坎	吝啬鬼
老面	酵母
老天爷	老天爷
老前辈	老前辈
老蔫	汉姓
老盐水	盐水
老栾	农民
老弯	汉姓
老涎	麦芽糖
老粉	白粉
老生	老生
老人婆	婆婆
老人婆屋头	婆家
老人公	公公
老庚儿	同庚
同年的	同庚
一年的	同庚
老鹰	老鹰
老鹰叼鸡儿	藏猫儿
老顺	汉姓
老丈母)	岳母
岳母	岳母
老丈人)	岳父
老丈人)	岳父
岳父	岳父
老丈人家	岳家
老丈母家	岳家
老丈人屋头	岳家
老丈母屋头	岳家
老娘儿	老婆子
老娘子	老婆子
老光眼(儿)	老花眼
老花眼(儿)	老花眼
(老)王	棋子
(老)将	棋子
老拱	汉姓
㧯	扛
㧯手	举手
恼火	严重
脑眉心	脑门儿
脑门心	脑门儿
脑壳	脑袋
脑壳滑	机灵
脑壳打得滑	机灵
脑壳打得过调	机灵
脑壳车转去	回头
回头	回头
脑壳烂	奸诈
脑壳顶顶	头顶
脑壳晕	头晕
头晕	头晕
脑壳痛	头痛
头痛	头痛
涝	下毒
闹架	闹架
闹热	热闹
闹笑话	闹笑话
闹(新)房	闹洞房
闹丧	庆祝
招呼	劝告
招呼茶钱	付账
招牌	招牌	
招待	招待
招待客人	接待
待承客人	接待
招认	招认
招魂轿(儿)	纸马
昭觉寺	寺院
朝霞	朝霞
遭	遭受
遭事	倒霉
遭雷打了	倒霉
遭烧	上当
遭烫	上当
遭烧蜷了	上当
爪爪深	贪婪
早(季)稻	稻子
早稻米	大米
早饭	早饭
早先	以前
找	寻找
找保人	担保
找倒了	寻获
枣子	枣子
澡盆盆	澡盆
(洗)澡盆(子)	澡盆
造孽	可怜
造孽巴沙	可怜巴巴
唣	调皮
照	依照
照壁	照壁
照倒	照射
照电火	胸透
照原路走	返回
照将	将
罩子	蚊帐
罩衣	罩衣
罩鱼	捕鱼
罩钩钩	钩子
罩钩儿	钩子
罩檐(儿)	床帷
灶鸡子	蟋蟀
灶(头)	灶头
灶神菩萨	灶王爷
灶王爷	灶王爷
灶房	厨房
抄	时髦
抄起手	袖手
抄手(儿)	馄饨
抄田	犁田
钞票	票子
操	时髦
操哥操妹儿	混混儿
操嘴(巴)劲	逞能
操扁挂	练武
操转了	吃得开
操亮	吃得开
操得转	吃得开
操得亮	吃得开
曹眼儿鞋	布鞋
朝	面对
朝里头走	七
朝外头	出去
朝外头走	出去
朝外先走	出去
朝倒	对着
朝天椒	朝天椒
朝前(头)走	向前
朝门儿	院子
朝阳	朝阳
嘈	哄传
嘈林	吵闹
槽	档子
槽内无食猪拱猪	倾轧
潮	差劲
䐬	嘴馋
䐬头(肉)	猪肉
螬气	疾病
螬虫	蛔虫
吵架	吵架
炒回锅肉	返工
炒面	炒面
炒陈饭	炒冷饭
草(字)头	偏旁
草纸	草纸
草席(子)	席子
草绿色	绿色
草鱼	草鱼
草八字	受聘
草把子	稻草
草把把	秸秆
草把儿	秸秆
草果	草果
草堆(堆)	草垛
草帽子	帽子
草帽(儿)	帽子
草稿	草稿
草标标	草标儿
草狗(儿)	母狗
草帘子	帘子
草堂寺	寺院
草棚棚(儿)	茅草棚
草棚子	茅草棚
𢲵翻山	找碴儿
糙米	大米
燥辣	辛辣
燥火	上火
燥热	燥热
燥性	燥热
筲箕	撮箕
筲箕背	驼背
烧	发烧
烧的	撮箕
烧七	祭奠
烧袱子	祭奠
烧腊	卤肉
烧火	烧火
烧火老	家公
烧火龙	元宵节
烧白	扣肉
烧麦	蒸饺
烧倒头纸	死亡
烧落气钱	死亡
烧酒	白酒
烧蛋	巫术
烧饼(儿)	烧饼
麻饼(儿)	烧饼
烧金井	下葬
烧房	酿酒厂
烧香	烧香
点香	烧香
燃香	烧香
骚	胡乱
骚子子	青春痘
骚搞	胡搞
骚棒	淫棍
骚哥	淫棍
骚鸡公	淫棍
骚羊	种羊
苕子	紫云英
苕(气)	土气
苕果儿	食品
苕菜	紫云英
苕道	啰唆
苕板田	旱田
苕田	旱田
少	缺少
少说	至少
晌午	中午
扫猪圈	打扫
嫂嫂	嫂子
嫂子	嫂子
少年白	白发
扫把	扫帚
扫把星	彗星
彗星	彗星
肇	捣乱
肇皮	找碴儿
肇皮狗儿	淘气鬼
肇八狗儿	淘气鬼
潲水	水
潲(水)缸	水缸
潴(水)桶	水桶
臊子	肉末
桡片儿	船桨
饶你猫儿屎	饶恕
高	高度
高一篾片儿	能干
高醋矮酱油	井井有条
高矮	无论如何
高跷	高跷
高头	上方
高板凳(儿)	条凳
高凳凳儿	条凳
高凳子	条凳
高烟囱	火葬场
高蹬蹬(儿)	高跟鞋
高笋	冬笋
高上	上面
高粱	高粱
高粱扫把	扫帚
高梁秆儿	麦秆
高耸耸	高高大大
膏药	膏药
搞起	完成
搞起(点儿)	赶快
搞快(点儿)	赶快
搞不着	划不来
搞不转	应接不暇
搞不灵醒	稀里糊涂
搞不醒豁	稀里糊涂
搞不赢	来不及
搞啥子名(名)堂	为甚么
搞头	收益
搞了一伙	竟然
搞了一阵子	竟然
搞刨(是起)了	手忙脚乱
搞倒了	弄到
搞惯	习惯
(搞)忘了)	忘记
肯	容易
告示	告示
告地状	鸣冤
告一盘(儿)	试
告诉	告诉
告口	愈合
告状	告状
窖	埋藏
窖水	水
敲沙罐(儿)	枪毙
敲敲儿	睾丸
敲敲儿钱	负债
敲敲儿利	负债
敲棒棒	敲诈
敲当当(儿)的	兽医
搅	搅动
搅搅	糊糊
考(试)	考试
考卷	考卷
考场	考场
拷打	拷打
烤火	烤火
铐子	手铐
靠实	实在
熬	坚持
熬锅肉	粉蒸肉
熬火	耐火
熬药	熬药
熬夜	熬夜
咬	咬
咬不烂	柔韧
咬不动	嚼不动
嚼不动	嚼不动
拗	固执
薅	薅草
薅刨	农活儿
薅草	薅草
薅秧子	除草
壕沟	壕沟
嚎	嚎叫
嚎盘	嚎叫
嚎丧	哭丧
檺子	渔具
檺竿	船桨
好	优秀
好日子	好日子
好几个	众多
好(一)点儿	有起色
好滴滴儿	有起色
好多	几许
好多个	几许
好道	既然如此
好久	好久
好生	好好儿
好生想	思考
好吃狗儿	馋嘴精
耗子	老鼠
号	床位
号脉	号脉
号倒	盯住
猋	喷
猋	拉稀
标点符号	标点符号
表姊妹	表姐妹
表弟	表弟
表哥	表兄
表姐	表姐
表妹(儿)	表妹
表嫂	嫂子
表兄弟	表兄弟
表包	衣兜
婊子(婆娘)	婊子
嫑	不要
漂	打赌
飘子	草标儿
飘雨点子	下雨
飘飘儿	牌子
飘轻	轻飘
瓢(儿)	档子
瓢瓜	葫芦
瓢瓢儿	勺子
瓢羹(儿)	勺子
瓢虫	瓢虫
漂白	漂白
瞟	斜视
瞟眼儿	斜眼
票子	票子
票穿穿儿	票贩子
漂亮	漂亮
瞄	看
庙会	庙会
刁唆	挑拨
吊子	锅
吊起嘴巴乱说	胡说八道
吊壶	吊子
吊壶钩钩儿	钩子
吊壶钩钩儿水	水
吊二话	发牢骚
吊鸭儿浮水)	用刑
吊脚楼	房屋
吊甩(吊)甩	吊儿郎当
吊线	盯梢
吊颈	上吊
吊裆裤儿	裤子
吊裆裤子	裤子
掉	落下
掉字	遗漏
掉了	小产
掉头发	脱落
落头发	脱落
掉肠子	脱肛
脱肛	脱肛
钓鱼	钓鱼
钓鱼竿(竿)	钓鱼竿
䄪䄪	穗子
挑	担
挑夫	挑夫
挑选	选择
条	档子
条子	麻将
条桌	条桌
条剪	剪刀
调料	调料
调羹(儿)	勺子
瓢瓢儿	勺子
瓢羹(儿)	勺子
跳舞	跳舞
跳𨃅𨃅脚	跳绳
跳水	跳水
跳河	自杀
跳高	跳高
跳板	跳板
跳乱坛	打杂
跳花绳	跳绳
跳远	跳远
跳沙坑	跳远
跳磴	条石
跳神	跳神
跳绳	跳绳
跳房	藏猫儿
跳橡筋(绳)	藏猫儿
跳拱	藏猫儿
缭	缝补
缭自	专程
聊天	闲谈
辽	弯曲
潦	煮
了然	痛快
料酒	料酒
交	遍
交厨	交接
交代	交代
交杯酒	交杯酒
交税	交税
教书先生	教书先生
焦	担心
焦	很
焦眉愁眼儿	愁眉不展
焦眉焦眼儿	愁眉不展
焦眉烂眼	愁眉不展
焦炭	焦炭
嚼	强词夺理
嚼不动	嚼不动
嚼牙巴	信口雌黄
嚼客	说客
绞丝旁	偏旁
绞绞肉	肉末
饺子	饺子
搅肇	搅扰
搅酒	劝酒
叫鸡	能人
叫鸡子	蟋蟀
叫鸡鸡	蟋蟀
叫姑姑	蟋蟀
叫花子	叫花子
叫叫儿	哨子
教师	老师
教室	教室
蟭	毒刺
轿子	轿子
轿夫	轿夫
悄悄咪咪	一声不响
撬砖	制作
撬杆(儿)了	死亡
翘辫子了	死亡
翘脚成	汉姓
跷二郎腿	悠闲
荞麦	荞麦
巧七妹	划拳
俏荤	素菜
翘	高
窍门儿	窍门
鸟儿	鸟
鸟窝	鸟窝
尿素	尿素
尿水	粪尿
尿水菜	蔬菜
尿包	膀胱
尿片(片)	尿布
尿片子	尿布
尿布包	尿布
尿罐罐(儿)	尿壶
夜壶	尿壶
尿床	尿床
消	需要
消食	消食
消夜	夜宵
吃夜宵	夜宵
捎	推
小	稍微
小指拇(儿)	小拇指
幺指拇(儿)	小拇指
小字	小字
小石头(儿)	石头
小米	小米
小鸡儿	鸡巴
小鸡娃(儿)	仔鸡
鸡崽崽	仔鸡
小鸡公	公鸡
小气	小肚鸡肠
小衣	内裤
小姨妹(儿)	小姨子
(小)缩胡儿)	小胡子
小肚皮	小肚子
小路	小路
小猪儿	仔猪
猪崽崽	仔猪
小叔子	小叔子
小暑	小暑
小姑子	小姑子
小雨	小雨
小麻雀儿	鸡巴
小卡	档子
小下定	下聘
小鸭子	鸭子
小鸭儿	鸭子
(小)娃儿	小孩子
小娃娃	小孩子
小磨子	石磨
小锅	锅
(小)伙子	丈夫
小货	糖葫芦
小鹅(儿)	鹅
小雀雀儿	幼鸟
小白菜	小白菜
小麦	小麦
小舌苔(儿)	上颚
小接媳妇儿	童养媳
小雪	小雪
小摆	小襟
小菜	蔬菜
小楷	小楷
小辈子	晚辈
晚辈	晚辈
小碓窝	石臼
小腿	小腿
小老婆	小老婆
小扫把	扫帚
高粱扫把	扫帚
小轿	出租车
小轿车	小轿车
小偷	纸牌
小丑	小丑
小舅子	小舅子
小牛儿	牛犊子
牛崽崽	牛犊子
牛儿子	牛犊子
小板凳(儿)	凳子
小半边	小半
小满	节气
小贩	小贩
小旦(儿)	小旦
小蛋糕	蛋糕
小产	小产
小寒	小寒
小面	面条
小见	吝啬
小年	小年
小端阳	端午节
小端午	端午节
小生	小生
小病	疾病
小心	细心
小春	农作物
小汤圆儿	汤圆
小肠	小肠
小巷巷(儿)	小巷
小巷子	小巷
小羊子	羊羔
小羊儿	羊羔
羊儿子	羊羔
小双(儿)	双胞胎
小风	微风
晓得	知道
孝帕子	白衣素服
孝孙(儿)	孝子贤孙
哮喘病	哮喘病
幺	幺
幺指拇(儿)	小拇指
幺师	服务员
幺四	纸牌
幺鸡	麻将
幺不倒台	下不了台
幺女(儿)	幺女
幺儿	幼子
幺台	结束
幺六	纸牌
幺店(子)	店铺
吆	撵
吆出去	逐出
吆二喝三	呼幺喝六
吆鸭子	牧鸭
吆尾巴儿	榜尾
妖艳儿	妖艳
妖精十(八)怪	说变就变
腰	捆绑
腰子	腰子
腰柳(肉)	里脊
背柳(肉)	里脊
里脊	里脊
腰(杆)	腰部
腰杆硬	理直气壮
摇头	摇头
摇嫩竹妈	祈福
舀汤	舀出
要死	要命
要命	要命
要不得	不成
要不要	偶尔
要不完	神气活现
要八字	求亲
要庚书	求亲
讨八字	求亲
要话说	没办法
要得	同意
要得不	如何
要得公道，打个颠倒	将心比心
要账	要账
逗新媳妇儿	闹新房
都	甚至
兜得转	吃得开
篼篼	篮子
篼篼菜	菜
斗刮刮	木片
斗碗(儿)	海碗
斗篷	斗篷
豆豉	豆豉
豆腐	豆腐
豆腐皮	豆腐皮
豆腐乳	豆腐乳
豆腐干(儿)	豆腐干
豆绿色	绿色
豆花(儿)	豆腐
豆油	酱油
豆瓣儿	豆瓣儿酱
豆秆(儿)	秸秆
豆粉	豆粉
豆精	豆腐皮
豆浆	豆浆
斗鸡	斗鸡
斗虫虫	嬉闹
𢭃	碰撞
𢭃十四	打牌
𢭃耳朵	咬耳朵
𢭃硬	兑现
偷泥娃娃	祈福
偷瓜	祈福
偷月饼	祈福
偷嘴狗儿	小孩子
偷寿碗(儿)	祈福
偷油婆	蟑螂
偷人	偷情
偷(跟)儿	小偷
偷青	祈福
偷新碗(儿)	祈福
偷汤圆(儿)	祈福
偷红灯(儿)	祈福
偷檐灯儿	祈福
投	折合
头	发式
头(的)个	老大
头一个	老大
第一个	老大
头(一)名	冠军
第一名	冠军
头伏	头伏
头数	冠军
头发	头发
头菜	当家菜
头回(子)	先前
头儿油	精液
头盘出	糖葫芦
头晕	头晕
头痛	头痛
抖	颤动
抖不圆	自相矛盾
抖脚杆	击节
抖摆	商量
透	很
透火扦扦	铁棍
篓(篓)	篓子
篓子	篓子
娄	脏污
娄馊	脏污
楼梯	楼梯
楼梯云	波状云
楼下头	下面
楼底下	下面
楼脚下	下面
楼房	楼房
楼上	上面
篓起(势)	竭尽全力
篓势	竭尽全力
漏字	遗漏
漏话	透露
漏瓢	漏勺
漏眼儿	说话
漏秋	立秋
漏黄	露馅儿
周	周围
周吴郑王	衣冠楚楚
周周正正	衣冠楚楚
周而	大粪
周二	大粪
周围(团转)	周围
洲	江渚
肘子	肘子
肘起(耍)	操纵
走	走
走之底	偏旁
走之旁	偏旁
走路	走路
走百病	祈福
走菜	上菜
走街街	上街
走回去	返回
走草	发情
走搌	余地
走亲戚	走亲戚
走人户	走亲戚
走阴	通灵
走廊	走廊
走红	走红
帚	擦拭
奏	堵塞
奏奏	塞子
昼时	随时
抽底火	揭老底
抽水	打水
抽吊脚楼	拆台
抽抽(儿)	抽屉
抽屉	抽屉
抽签(儿)	抽签
抽烟	抽烟
吃烟	抽烟
抽筋了	抽筋
抽风	抽风
抽中指拇儿	藏猫儿
搊	扶持
搊屎	拉屎
搊起	支持
搊和	奉承
搊倒	搀扶
搊尿	把尿
仇人	冤家
丑	干支
醜	难看
臭	拙劣
臭假寒酸	要面子
臭嘴	泼皮
臭虫	臭虫
收拾	打扮
收拾地头	农活儿
收条	收据
收据	收据
收抠(抠)	结束
收账	收账
要账	收账
收荒	拾荒
收荒匠	小商贩
收工	收工
收红桃	打牌
馊了	变质
手	档子
手指(拇儿)	手指
手指拇儿缝缝	指缝
手指头(儿)	指头肚儿
手纸	手纸
(手)提包	手提包
手提箱	手提箱
手(里)头	经济
手艺人	手艺人
手帕(子)	手绢
手巾	手绢
手绢儿	手绢
手插子	匕首
(手)镯子	手镯
手镯	手镯
圏子	手镯
手脚	手脚
手脚干净	老实
手背(背)	手背
手推磨	石磨
手倒拐	肘
手套	手套
手铐	手铐
手表	手表
手手(儿)	拉手
手板(儿)	手掌
手掌	手掌
手板儿心	手掌心
手板(儿)心煎鱼给你吃	誓死
手杆	上肢
手膀子	上肢
手膀膀(儿)	上肢
手趼趼	老茧
手弯弯	肘窝
手腕腕	手腕子
手印	手印
手烘笼儿	炉子
守嘴	守候
守嘴狗儿	小孩子
守孝	守孝
守灵	守灵
首饰	耳环
嗖	好的
受	适合
受热	中暑
发痧	中暑
中暑	中暑
受贿	受贿
寿木	木料
寿鞋	鞋
寿碗(儿)	碗
寿星	寿星
寿枋	棺材
瘦	贫瘠
兽鞋	鞋子
揉面	揉面
挼面	揉面
肉	肉
肉	塞入
肉丝(丝)	肉片
肉皮(皮)	肉皮
肉皮子	肉皮
肉不	生肉
(肉)嘎嘎	肉
肉扯(肉)扯的	优柔寡断
肉绵(肉)绵的	优柔寡断
肉片(儿)	肉片
肉片片	肉片
肉店(儿)	店铺
肉铺(子)	店铺
肉丁(儿)	肉丁
肉松	肉松
勾	弯曲
勾锄	锄头
勾了	打勾
勾扯	勾搭
勾脑壳	低头
勾勾挂挂	牵挂
勾芡	勾芡
沟(墩)子	屁股
苟	吝啬
苟夹夹	吝啬鬼
狗	狗
狗屎夹夹	夹子
狗屎箢篼(儿)	一钱不值
狗屎箢篼(儿)拗起了	扬眉吐气
狗屎(粪)	粪便
狗牙齿	犬牙
狗窝(窝)	畜舍
狗刨搔	游泳
狗熊	孬种
够搞	棘手
够缠	棘手
扣扣儿	扣儿
抠	挖
抠鼻圿屎	抠搜
抠底	底牌
扣	覆盖
口	档子
口八字	受聘
(口)袋	档子
口水	口水
口水围围(儿)	肚兜
围嘴儿	肚兜
口臭	口臭
口口	口子
口干	口渴
口岸	位置
口供	口供
扣子	纽子
扣(子眼)眼儿	扣眼
扣肉	扣肉
扣门	幅面
欧	拿架子
欧起	拿架子
呕吐了	呕吐
藕	莲藕
藕荷色	紫红色
藕粉(儿)	藕粉
怄	生闷气
怄气	生闷气
赌气	生闷气
生气	生闷气
怄粗了	生闷气
怄粗(怄)粗	生闷气
怄阴气	生闷气
齁	哮喘
齁包儿	咬舌子
齁包儿气喘	气喘吁吁
齁包儿病	气管炎
喉包	喉结
喉结	喉结
喉咙	喉咙
喉咙管(儿)	嗓子
猴	顽皮
猴子	猴子
猴急狗跳	急切
猴跳舞跳	蹦蹦跳跳
瘊子	赘瘤
吼	吼叫
吼头	后面
吼班儿	龙套
吼秧歌	唱歌
厚	厚墩墩
厚皮菜	牛皮菜
牛皮菜	牛皮菜
后妈	继母
后啄啄	后脑勺子
后脑啄	后脑勺子
后来	后来
后老汉儿	继父
后头	后面
后面	后面
后半夜	下半夜
后天	后天
后年(子)	后年
后门(儿)	二门
后颈窝(儿)	颈项
丢	遗失
丢死耗子	失约
丢意子	魅惑
丢卡子	叉腿
丢窝儿	藏猫儿
丢色子	赌博
甩色子	赌博
丢手	撒手
丢翻	打倒
丢人	丢人
丢信	留话
溜	非常
溜肩膀	溜肩膀
六指拇儿	怪人
六六子顺	划拳
流血	出血
(流)水牌子	账本
流产	流产
流眼泪(花儿)	流泪
流眼睛水儿	流泪
流星	流星
流氓	流氓
柳树	柳树
绺	档子
溜刷	利索
纠纠(儿)	辫子
揪	掐
九	数目字
九十	数目字
九十一	数目字
九(大)碗儿	大摆筵席
九(斗)碗儿	大摆筵席
久不久	不时
韭菜	韭菜
酒米	糯米
酒壶	酒壶
酒谷	糯稻
酒窝(窝儿)	酒窝
酒杯(子)	酒杯
酒糟鼻子	酒糟鼻
酒宁子	酒瓮
(酒)端倒	划拳
乆	拧
乆起	歪
就	紧接着
就要	就要
舅侄两个	亲戚
舅子	舅子
舅妈	舅妈
舅爷	舅公
舅舅	舅舅
丘八(儿)	大兵
秋眉秋眼(儿)	愁眉苦脸
秋立起来了	秋天
秋包伏	秋天
秋老虎	秋天
秋天(家)	秋天
秋分	秋分
蚯蚓	蚯蚓
煍	熏
锹锄	鹤嘴镐
求签	求签
球	绝不
球莫名堂	微不足道
牛屎(粪)	粪便
牛鼻环环(儿)	绳子
牛皮菜	叶甜菜
牛利子	舌苔
牛舌苔儿	舌苔
牛肚(子)	牛百叶
牛儿子	小牛
牛儿耖田	藏猫儿
牛耕田	藏猫儿
牛打脚	木棍
打脚(棒)	木棍
牛角海椒	辣椒
牛崽崽	小牛
牛都踩不烂	生硬
牛肉焦饼(儿)	煎饼
牛牛(儿)	陀螺
贱皮子	陀螺
牛圈	牛圈
牛(筋)	固执
牛滚凼	水坑
牛蚊子	牛虻
牛黄丸	药丸
扭秧歌	扭秧歌
纽子	纽子
纽袢(儿)	纽结
蹓	扭动
修面	修面
修房子	建房
起房子	建房
囚	顽皮
囚皮耷脸	死乞白赖
囚车	囚车
囚脸	死皮赖脸
挖苦	嘲笑
朽杆儿	破烂
袖子	袖子
袖口	袖口
袖笼	腰围
袖笼子	袖套
袖套	袖套
绣花(儿)	绣花
忧倒	惦记
由在	听凭
由便	听凭
油子	油子
油大	筵席
油大行	餐饮业
油炸荷包蛋	荷包蛋
油蚱蚂儿	蝗虫
油菜	油菜
油菜苔子	菜梗
油菜苔儿	菜梗
油嘴狗儿	小孩子
油糕	油饼
油条	油条
油盐店(儿)	杂货店
油坊	油坊
犹豫	犹豫
游百病	祈福
游泳	游泳
鱿鱼	鱿鱼
有喜了	怀孕
怀娃娃了	怀孕
肚皮大了	怀孕
揣起了	怀孕
怀孕了	怀孕
有意	有意
有点(儿)	有点儿
有滴滴儿	有点儿
酉	干支
又是灯影儿又是戏	折腾
(又)红(又)肿	红肿
右手	右手
幼儿园	幼儿园
柚子	柚子
扳	掰
扳本儿	翻本
扳庄	主办
班	档子
班辈	班辈
般配	般配
斑鸠	斑鸠
斑竹	斑竹
斑斑云	卷层云
鲤鱼斑	卷层云
搬	搬
搬得倒家	活学活用
搬不倒家	呆板
搬人	搬救兵
搬月亮家	搬家
搬砖	打牌
搬罾	捕鱼
搬金砖	祈福
搬运工	搬运工
板栗	板栗
板牙	板牙
板带	裤带
板盖	锅盖
尖锅盖	锅盖
板板货	糖葫芦
板(板)车	架子车
板板儿鞋	拖鞋
板田	旱田
板眼儿	名堂
板凳(儿)	板凳
板筋	牛筋
板子	产卵
板浪子	兴风作浪
半子	女婿
半...不...	差不多
半个	一半
半个儿	女婿
半截子	小青年
半截子(幺爸儿)	小青年
半夜(三更)	深夜
夜半三更	深夜
(半)山腰	半山腰
半边	旁边
半边儿	女婿
半边风	半身不遂
半天	半天
半罐水	半瓶醋
半中拦腰	中间
拦中半腰	中间
扮姑姑筵儿	藏猫儿
扮客	藏猫儿
拌	摔掉
拌药罐(罐儿)	祈福
拌桶	打谷机
蚌壳儿	河蚌
绊	跌
绊倒了	摔跟头
办陪奁	置办
办招待	宴请
办酒	大摆筵席
办席	大摆筵席
办公	例假
办公桌	办公桌
瓣	档子
瓣瓣	花瓣
瓣瓣(儿)蒜	蒜头
牙瓣儿蒜	蒜头
盘(儿)	档子
盘	培养
盘子	脸盘儿
盘缠	路费
盘点	盘点
盘心	贪心
盘心客	吸血鬼
螃蟹	螃蟹
螃蛋	虫卵
判	宣判
盼望	盼望
袢袢儿	纽结
馒头	馒头
满月	满月
满分(儿)	满分
全分(儿)	满分
满城	城市
满堂	满堂
鳗鱼	鳗鱼
西红柿	西红柿
翻沙	成熟
翻老话	翻旧账
翻梢	时来运转
翻跷	翻倒
翻蔸	枯木逢春
翻(手)绞绞	藏猫儿
翻山	过头
翻船	犯法
翻跟斗儿	翻跟斗
打跟斗儿	翻跟斗
栽跟斗儿	翻跟斗
扯倒提	翻跟斗
翻病	旧病复发
翻云梯	中饱私囊
翻房子	面对面
翻(空)话	搬弄是非
翻嘴	搬弄是非
翻是非	搬弄是非
帆	船帆
帆布板凳(儿)	凳子
帆船	帆船
烦	讨厌
反扫荡(裤儿)	裤子
反扫荡裤	裤子
反穿衣	罩衣
反犬旁	偏旁
反爪旁	偏旁
反文旁	偏旁
犯法	犯法
犯罪	犯罪
犯人	犯人
犯重丧	不幸
饭	米饭
饭是生的	夹生饭
饭米	大米
饭谷	水稻
饭桌(子)	桌子
饭好了	出笼
饭熟了	出笼
饭吃得了	出笼
饭瓢(儿)	勺子
饭瓢羹儿	勺子
饭馆(儿)	馆子
饭苍蝇儿	苍蝇
饭桶	草包
单子	单子
单单(儿)	单子
单立人(儿)	偏旁
单人旁	偏旁
单裤儿	裤子
单裤子	裤子
单媒	婚事
单包耳	偏旁
单吊	瘦弱
单调	简单
单眼皮	单眼皮
单旋儿	头发
单元	单元
单身汉儿	光棍儿
单另	另外
单行架	嫁妆
单方(儿)	偏方
担	挑
担过	承担
担担子	挑担子
担担担儿	挑担子
担东西的	挑夫
泹	烹煮
泹巴	石膏
泹水	卤水
掸帚子	鸡毛掸子
鸡毛掸子	鸡毛掸子
淡	清淡
蛋花儿汤	三鲜汤
蛋白(白)	蛋清
蛋蛋	睾丸
蛋卷(儿)	蛋卷
蛋清(清)	蛋清
蛋青色	蛋青色
蛋黄(黄)	蛋黄
弹子	弹子
弹子房	弹子房
担担(儿)面	担担面
贪官	贪官
瘫痪	瘫痪
弹指拇儿	打手势
弹花匠	皮匠
弹波囖	打手势
弹绷子	弹弓
潭	潭
谈茶	聊天儿
坛神	菩萨
坛子[	坛子
坛(坛)	档子
毯子	毯子
炭花儿	煤
炭圆儿	火炭
探监	探监
碳铵	氮肥
喃表	呢
男(子)做虚，女(子)做实	过生日
男的	男人
男的些	爷儿们
男娃子	男孩
男娃娃	男孩
男娃儿	男孩
儿娃子	男孩
儿娃娃	男孩
男客(人)	男客
男猫儿	男猫
男方	男方
南瓜	南瓜
南边	南方
南方	南方
南门(上)	南方
城南	南方
岚炭	焦炭
楠竹	竹子
蓝颜色	蓝色
阑尾炎	阑尾炎
盲肠炎	阑尾炎
难过	难过
难得	难得
难受	难受
难看	难看
拦中半腰	半中腰
篮球	篮球
兰草	兰草
漤	刺激
懒坡坡	缓坡
懒心无肠	无精打采
滥白露	预兆
难兄难弟	难兄难弟
烂	泥泞
烂市	滞销货
烂眉烂眼儿	火眼
烂泥巴	泥土
烂泥巴田	水田
烂巴儿田	水田
烂肚皮	狗头军师
烂脑壳	狗头军师
烂鲊鸟儿	破烂货
烂牙齿	龋齿
烂药	坏主意
烂舍物	婊子
烂货	婊子
烂朽朽	破烂
烂板凳儿	白相人
烂杆儿	流氓
烂眼儿	流氓
烂账	烂账
粘瓦瓦	黏糊糊
粘蝉子	掸
毡窝儿鞋	鞋
簪子	簪子
展牙巴劲	争论
展嘴劲儿	争论
展言子	引经据典
展劲	起劲
斩条	牌子
斩首	斩首
盏	档子
搌	搬动
占起手	占便宜
站	站
栈栈(儿)	竹竿
栈房	旅店
赞成	赞成
簪子	簪子
颤	出风头
颤花儿	浪荡子
颤翎子	浪荡子
蘸水笔	钢笔
蘸蘸儿	调料
蘸水	调料
掺酒	斟酒
搀	混合
